序号,来源,动作编码,动作名称,器械,原始一级分类,原始子分类,实际一级分类,实际二级肌肉,实际三级肌区,用户可见路径,主动肌区,协同肌区,可疑提示,审核结论,建议一级分类,建议二级肌肉,建议三级肌区,建议器械,审核备注
359,imported,SCOTT_PRESS,斯科特推举,自重,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
360,imported,CUBAN_PRESS,古巴推举,自重,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
361,imported,ARNOLD_SHOULDER_PRESS,阿诺德推肩,自重,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
362,imported,INCLINE_LATERAL_RAISE,平板上斜侧平举,自重,肩,中束,肩,三角肌,中束,肩 > 中束,deltSide,,,,,,,,
363,imported,HALF_BENT_LATERAL_RAISE,半俯身侧平举,自重,肩,后束,肩,三角肌,后束,肩 > 后束,deltRear,,,,,,,,
364,imported,BB_PLATE_FRONT_RAISE,杠铃片前平举,杠铃,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
365,imported,BRADFORD_PRESS,站姿布拉德福德推举,自重,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
366,imported,SMITH_SHOULDER_PRESS,史密斯机推举,史密斯,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
367,imported,MACHINE_SEATED_PRESS,器械坐姿推举,器械,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
368,imported,HAMMER_SEATED_PRESS,悍马机坐姿推举,悍马机,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
369,imported,CABLE_LOW_FRONT_RAISE,绳索胯裆前平举,绳索,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
370,imported,SUSP_FACE_PULL,TRX-面拉,悬挂,肩,后束,肩,三角肌,后束,肩 > 后束,deltRear,,,,,,,,
371,imported,BAND_FACE_PULL,弹力带-面拉,弹力带,肩,后束,肩,三角肌,后束,肩 > 后束,deltRear,,,,,,,,
372,imported,BAND_SEATED_PRESS,弹力带-坐姿推举,弹力带,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
373,imported,BAND_STANDING_PRESS,弹力带-站姿推举,弹力带,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
374,imported,BAND_FRONT_RAISE,弹力带-前平举,弹力带,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
375,imported,BAND_LATERAL_RAISE,弹力带-侧平举,弹力带,肩,中束,肩,三角肌,中束,肩 > 中束,deltSide,,,,,,,,
376,imported,TOWEL_LATERAL_RAISE,毛巾侧平举,自重,肩,中束,肩,三角肌,中束,肩 > 中束,deltSide,,,,,,,,
377,imported,CABLE_Y_LATERAL_RAISE,Y字绳索侧平举,绳索,肩,中束,肩,三角肌,中束,肩 > 中束,deltSide,,,,,,,,
378,imported,BAND_STANDING_LATERAL_RAISE,弹力带_绳索_站姿侧平举,弹力带,肩,中束,肩,三角肌,中束,肩 > 中束,deltSide,,,,,,,,
379,imported,BAND_STANDING_FACE_PULL,弹力带站姿面拉,弹力带,肩,后束,肩,三角肌,后束,肩 > 后束,deltRear,,,,,,,,
380,imported,KB_ARNOLD_PRESS,壶铃阿诺德推举,壶铃,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
381,imported,DB_INCLINE_REAR_LATERAL_RAISE,哑铃上斜俯身侧平举,哑铃,肩,后束,肩,三角肌,后束,肩 > 后束,deltRear,,,,,,,,
382,imported,HAMMER_VIKING_PRESS,悍马式站姿维京推举,悍马机,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
383,imported,BB_BENT_OVER_REAR_RAISE,杠铃俯身三角肌后束上举,杠铃,肩,后束,肩,三角肌,后束,肩 > 后束,deltRear,,,,,,,,
384,imported,MACHINE_SEATED_NEUTRAL_PRESS,坐姿锤式握法器械肩推,器械,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
385,imported,SUSP_FRONT_RAISE,吊环前平举,悬挂,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
386,imported,SUSP_RING_FACE_PULL,吊环面拉,悬挂,肩,后束,肩,三角肌,后束,肩 > 后束,deltRear,,,,,,,,
387,imported,CABLE_EXTERNAL_ROTATION,绳索肩外旋,绳索,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
388,imported,KB_SINGLE_ARM_MILITARY_PRESS,壶铃单臂侧式军事推举,壶铃,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
389,imported,BAND_STANDING_TWIST_PRESS,弹力带站姿转体推举,弹力带,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
390,imported,INCLINE_DB_SHRUG,哑铃上斜仰卧耸肩,哑铃,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
391,imported,DB_INCLINE_PRONE_SHRUG,哑铃上斜俯卧耸肩,哑铃,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
392,imported,MACHINE_SHRUG,器械耸肩,器械,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
393,imported,DEADLIFT_SHRUG,硬拉器耸肩,自重,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
394,imported,SMITH_SHRUG,史密斯耸肩,史密斯,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
395,imported,SMITH_BEHIND_BACK_SHRUG,史密斯背后耸肩,史密斯,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
396,imported,BAND_SHRUG,弹力带-弹力带耸肩,弹力带,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
397,imported,SHRUG_MACHINE,耸肩器耸肩,自重,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
398,imported,BB_OVERHEAD_SHRUG,杠铃过头耸肩,杠铃,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
399,imported,BEHIND_BACK_SINGLE_ARM_CURL,背后二头单边弯举,自重,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
400,imported,SEATED_MACHINE_CURL,坐姿器械二头弯举,器械,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
401,imported,DB_CURL_PRESS,哑铃弯举上推,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
402,imported,DB_ROTATING_CURL,哑铃轮换弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
403,imported,PREACHER_HAMMER_CURL,牧师凳锤式弯举,自重,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
404,imported,PREACHER_ZOTTMAN_CURL,牧师凳佐特曼弯举,自重,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
405,imported,BB_REVERSE_CURL,正手杠铃弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
406,imported,BB_STRAIGHT_BAR_REVERSE_CURL,直杆正手绳索弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
407,imported,BB_STRAIGHT_BAR_CURL,直杆绳索弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
408,imported,INCLINE_HAMMER_CURL,上斜锤式弯举,自重,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
409,imported,LYING_CURL,卧姿弯举,自重,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
410,imported,TOWEL_CURL,毛巾二头弯举,自重,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
411,imported,TOWEL_CURL_HARD,毛巾二头弯举（困难）,自重,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
412,imported,SUSP_CURL,TRX-二头弯举,悬挂,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
413,imported,BAND_STANDING_CURL,弹力绳-站姿二头弯举,弹力带,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
414,imported,BAND_STANDING_ALTERNATING_CURL,弹力绳-站姿轮换弯举,弹力带,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
415,imported,BAND_CONCENTRATION_CURL,弹力绳-集中弯举,弹力带,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
416,imported,BAND_HAMMER_CURL,弹力绳-锤式弯举,弹力带,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
417,imported,BAND_SEATED_CURL,弹力绳-坐姿弯举,弹力带,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
418,imported,BB_EZ_BAR_CURL,EZ杆二头弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
419,imported,MACHINE_INCLINE_CURL,上举式器械弯举,器械,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
420,imported,DB_WAITER_CURL,哑铃环抱弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
421,imported,DB_BALL_PREACHER_CURL,健身球牧师哑铃弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
422,imported,DB_PRONE_INCLINE_HAMMER_CURL,俯卧上斜哑铃锤式弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
423,imported,SINGLE_ARM_ZOTTMAN_CURL,单臂佐特曼牧师凳弯举,自重,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
424,imported,SINGLE_LEG_CONCENTRATION_CURL,单腿集中弯举,自重,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
425,imported,DB_CROSS_HAMMER_CURL,哑铃交叉锤式弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
426,imported,CABLE_OVERHEAD_CURL,绳索过顶弯举,绳索,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
427,imported,SUSP_BICEP_CURL,悬挂带手臂弯举至耳侧,悬挂,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
428,imported,DB_ALTERNATING_CURL,哑铃交替弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
429,imported,MACHINE_PREACHER_CURL,器械牧师凳弯举,器械,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
430,imported,CABLE_STANDING_INWARD_CURL,绳索站姿内旋弯举,绳索,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
431,imported,BB_PRONE_INCLINE_CURL,俯卧上斜杠铃弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
432,imported,DB_ALTERNATING_HAMMER_CURL,哑铃锤式交替弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
433,imported,DB_PRONE_INCLINE_CURL,俯卧上斜哑铃弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
434,imported,BB_DRAG_CURL,杠铃拖式弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
435,imported,SUSP_RING_CURL,吊环弯举,悬挂,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
436,imported,SUSP_SINGLE_ARM_CURL,吊环单臂二头肌弯举,悬挂,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
437,imported,MACHINE_FRONT_CURL,训练器前弯举,器械,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
438,imported,BB_REVERSE_WRIST_CURL,正手杠铃手腕弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
439,imported,EZ_REVERSE_CURL,EZ正手杠铃弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
440,imported,BB_REVERSE_WRIST_CURL_BENCH,正手杠铃手腕弯举（平板）,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
441,imported,BB_BEHIND_BACK_WRIST_CURL,背身杠铃手腕弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
442,imported,CABLE_WRIST_CURL,绳索手腕弯举,绳索,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
443,imported,DB_SINGLE_ARM_WRIST_CURL,单手哑铃手腕弯举（反手）,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
444,imported,DB_SINGLE_ARM_REVERSE_WRIST_CURL,单手哑铃手腕弯举（正手）,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
445,imported,DB_HANGING_WRIST_CURL,垂式哑铃手腕弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
446,imported,BB_PLATE_REVERSE_CURL,杠铃片正手弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
447,imported,DB_BENCH_WRIST_CURL,哑铃过凳腕弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
448,imported,DB_BEHIND_BACK_FINGER_CURL,背后哑铃指弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
449,imported,CABLE_SINGLE_ARM_TRICEP_EXT,单手绳索臂屈伸,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
450,imported,DIP_PUSH_UP,臂屈伸式俯卧撑,自重,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
451,imported,SUSP_DIP,吊环双杠臂屈伸,悬挂,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
452,imported,CHAIR_DIP,椅子双臂臂屈伸,自重,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
453,imported,BB_STRAIGHT_ARM_PUSHDOWN,铁杆直臂下压,杠铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
454,imported,DB_OVERHEAD_TRICEP_EXT,哑铃过头臂屈伸,哑铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
455,imported,DB_SINGLE_OVERHEAD_TRICEP_EXT,哑铃过头臂屈伸（单手）,哑铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
456,imported,BB_SEATED_OVERHEAD_EXT,坐姿杠铃过头臂屈伸,杠铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
457,imported,CABLE_TRICEP_EXT,绳索臂屈伸,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
458,imported,CABLE_KNEELING_TRICEP_EXT,跪姿绳索臂屈伸,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
459,imported,CABLE_OVERHEAD_TRICEP_EXT,绳索过头臂屈伸,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
460,imported,CABLE_KNEELING_OVERHEAD_EXT,绳索过头臂屈伸（跪姿）,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
461,imported,HAMMER_TRICEP_PUSHDOWN,悍马机三头下压,悍马机,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
462,imported,MACHINE_TRICEP_PUSHDOWN,器械三头下压（正向）,器械,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
463,imported,BODYWEIGHT_SKULL_CRUSHER,碎颅者,自重,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
464,imported,DB_FLOOR_SKULL_CRUSHER,地板哑铃碎颅者,哑铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
465,imported,CABLE_V_BAR_PUSHDOWN,V-Bar 绳索下压,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
466,imported,BB_STRAIGHT_BAR_PUSHDOWN,直杆绳索下压,杠铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
467,imported,CABLE_SINGLE_TRICEP_EXT,绳索臂屈伸（单）,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
468,imported,DB_TRICEP_EXT,哑铃臂屈伸,哑铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
469,imported,DB_FLAT_SINGLE_TRICEP_EXT,平板哑铃臂屈伸（单）,哑铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
470,imported,REVERSE_TRICEP_EXT,反手三头臂屈伸,自重,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
471,imported,PLANK_TRICEP_EXT,平板臂屈伸,自重,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
472,imported,PLANK_TRICEP_EXT_HARD,平板臂屈伸-高难度,自重,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
473,imported,PLANK_TRICEP_PRESS,平板三头推,自重,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
474,imported,PLANK_TRICEP_EXT_BENT_LEG,平板臂屈伸（屈腿）,自重,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
475,imported,SUSP_TRICEP_EXT,TRX-三头臂屈伸,悬挂,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
476,imported,BAND_SKULL_CRUSHER,弹力带-碎颅者,弹力带,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
477,imported,BAND_OVERHEAD_TRICEP_EXT,弹力带-过头臂屈伸,弹力带,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
478,imported,BAND_SINGLE_ARM_TRICEP_EXT,弹力带-单手臂屈伸,弹力带,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
479,imported,BAND_TRICEP_PRESSDOWN,弹力带-三头压拉,弹力带,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
480,imported,BAND_STANDING_TRICEP_EXT,弹力带站姿臂屈伸,弹力带,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
481,imported,CABLE_LOW_OVERHEAD_TRICEP_EXT,绳索低位过头臂屈伸,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
482,imported,LYING_DB_ALTERNATING_TRICEP_EXT,仰卧哑铃交替臂屈伸,哑铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
483,imported,CABLE_HIGH_OVERHEAD_TRICEP_EXT,绳索高位过顶肱三头肌屈伸,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
484,imported,BB_TRICEP_PUSHDOWN_SZ_BAR,绳索三头下压_SZ杆,杠铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
485,imported,BAND_TRICEP_PUSHDOWN,弹力带三头下压,弹力带,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
486,imported,SEATED_BB_TRICEP_EXT,坐姿杠杆臂屈伸,杠铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
487,imported,ASSISTED_PUSHDOWN,辅助器下压,自重,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
488,imported,LYING_EZ_BAR_TRICEP_EXT,仰卧EZ杆臂屈伸,杠铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
489,imported,SEATED_DB_TRICEP_EXT,哑铃坐姿臂屈伸,哑铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
490,imported,SMITH_RDL,史密斯罗马尼亚硬拉,史密斯,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
491,imported,DB_STEP_UP,哑铃上凳,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
492,imported,BB_STEP_UP,杠铃上凳,杠铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
493,imported,BELT_SQUAT,犀牛腰带机深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
494,imported,LANDMINE_RDL,地雷杆罗马尼亚硬拉,杠铃,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
495,imported,PENDULUM_SQUAT,钟摆深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
496,imported,TRAP_BAR_SQUAT,六角杠深蹲,杠铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
497,imported,HACK_GOOD_MORNING,哈克机早安,器械,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
498,imported,ZERCHER_SQUAT,泽奇深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
499,imported,DB_CURL_SQUAT,哑铃二头弯举深蹲,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
500,imported,BODYWEIGHT_FRONT_SQUAT,前蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
501,imported,JEFFERSON_SQUAT,杰弗森深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
502,imported,SMITH_LUNGE,史密斯机箭步蹲,史密斯,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
503,imported,CABLE_REVERSE_LEG_CURL,绳索辅助反向腿弯举,绳索,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
504,imported,SMITH_BULGARIAN_SQUAT,史密斯机保加利亚蹲,史密斯,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
505,imported,SMITH_SEATED_SQUAT,史密斯机坐蹲,史密斯,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
506,imported,SMITH_STIFF_LEG_DL,史密斯机直腿硬拉,史密斯,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
507,imported,DB_GOBLET_SQUAT,哑铃酒杯深蹲,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
508,imported,DB_FRONT_SQUAT,哑铃前蹲,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
509,imported,MACHINE_LEG_PRESS,器械倒蹬,器械,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
510,imported,BB_BULGARIAN_SQUAT,杠铃保加利亚蹲,杠铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
511,imported,DB_BULGARIAN_SQUAT,哑铃保加利亚蹲,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
512,imported,DB_SUMO_SQUAT,哑铃相扑蹲,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
513,imported,SQUAT_JUMP,深蹲跳,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
514,imported,TOWEL_LEG_CURL,毛巾腿弯举,自重,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
515,imported,BODYWEIGHT_SQUAT,自重深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
516,imported,LUNGE_KICK,箭步踢腿,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
517,imported,BODYWEIGHT_BULGARIAN_SQUAT,自重保加利亚蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
518,imported,WEIGHTED_BULGARIAN_SQUAT,保加利亚蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
519,imported,BODYWEIGHT_PISTOL_SQUAT,手枪深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
520,imported,HAMMER_SQUAT,悍马机深蹲,悍马机,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
521,imported,BODYWEIGHT_LEG_CURL,自重腿弯举,自重,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
522,imported,JUMP_LUNGE,箭步跳,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
523,imported,SUSP_PISTOL_SQUAT_ASSISTED,TRX-手枪深蹲（手辅助）,悬挂,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
524,imported,SUSP_PISTOL_SQUAT,TRX-手枪深蹲,悬挂,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
525,imported,BAND_LUNGE,弹力带-箭步蹲,弹力带,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
526,imported,BAND_LYING_LEG_CURL,弹力带-平躺腿弯举,弹力带,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
527,imported,BAND_STANDING_LEG_CURL,弹力带-站姿腿弯举,弹力带,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
528,imported,BAND_WALKING_LUNGE,弹力带-箭步走,弹力带,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
529,imported,BAND_SQUAT,弹力带-深蹲,弹力带,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
530,imported,BAND_SINGLE_LEG_SQUAT,弹力带-单腿深蹲,弹力带,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
531,imported,SSB_SQUAT,ssb深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
532,imported,MACHINE_SINGLE_LEG_EXTENSION,器械单腿腿屈伸,器械,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
533,imported,MACHINE_PLATE_LEG_EXTENSION,挂片器单腿屈伸,器械,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
534,imported,REVERSE_LUNGE_KICK,后弓步踢腿,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
535,imported,JUMP_SQUAT,跳跃深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
